Time,flux_normalized
1701.8924418188542,0.9971398
1701.8938307108772,0.9993238
1701.8952196031316,0.9997166
1701.8966084951533,0.9980698
1701.8979973871758,1.0005908
1701.8993862791979,0.9979105
1701.9007751712202,0.99845856
1701.9021640634753,0.99893606
1701.9035529554974,0.9986804
1701.904941847519,1.0000075
1701.9063307395406,0.9988889
1701.9077196315632,0.9993409
1701.9091085235862,0.9960227
1701.910497415841,0.99532735
1701.9118863078627,0.99792844
1701.9132751998848,1.0007942
1701.9146640919073,0.9977033
1701.9160529839294,0.99851984
1701.917441875952,0.999563
1701.918830767974,0.9983991
1701.9202196602284,0.9988277
1701.92160855225,0.9976683
1701.9229974442721,0.99907243
1701.9243863362951,0.997505
1701.9257752283177,1.0003277
1701.9271641203393,0.99685156
1701.9285530123614,0.9977776
1701.9299419046158,1.0003922
1701.9313307966374,1.0009011
1701.9341085806834,1.0000038
1701.935497472705,0.99592376
1701.9368863647264,1.0001554
1701.9382752567487,0.9966188
1701.9396641487704,1.001169
1701.9410530410253,0.99831605
1701.9438308250708,1.0033796
1701.9452197170922,1.0012255
1701.9466086091136,1.0020053
1701.9479975011366,1.0001723
1701.9493863931596,0.99907863
1701.9507752851812,1.0008534
1701.9521641772028,0.9998989
1701.9535530692253,1.0015438
1701.9549419614796,1.002224
1701.9563308535019,1.0032463
1701.9577197455249,0.9996316
1701.959108637547,0.99770117
1701.9604975295686,0.99649626
1701.9618864215902,0.9983581
1701.9632753136127,1.0018607
1701.9646642056348,1.0002816
1701.9660530976569,1.000233
1701.9674419896794,0.9999117
1701.9688308817015,0.9965406
1701.970219773723,1.0024995
1701.9716086657447,1.0000705
1701.9729975580005,1.000076
1701.9743864500226,0.99974924
1701.9757753420442,0.99674344
1701.9771642340668,0.9980659
1701.9785531260889,0.9988528
1701.9799420181114,0.9995399
1701.9813309101335,0.99853325
1701.9827198021558,0.9984054
1701.9841086941772,0.9999799
1701.9854975861988,1.0002697
1701.9868864782213,0.99859744
1701.9882753702443,1.0002797
1701.9896642622664,0.99927914
1701.991053154288,0.99795073
1701.99244204631,1.00034
1701.9938309383326,0.99804926
1701.9952198303542,1.0005428
1701.9966087223763,0.9995253
1701.9979976143993,0.99743855
1701.999386506421,0.9985162
1702.0007753984426,0.9967624
1702.0021642904646,0.9983032
1702.0035531824876,0.9964496
1702.0049420745102,0.9988054
1702.0063309665318,0.99766594
1702.0077198585539,0.9950702
1702.0091087505755,0.99627715
1702.010497642597,0.9975044
1702.01188653462,0.9944034
1702.013275426643,0.99771935
1702.0146643186647,0.9988933
1702.0160532106863,0.9959754
1702.0174421027084,0.99602306
1702.01883099473,0.9977878
1702.020219886752,0.9983088
1702.021608778775,0.99616635
1702.0229976707976,0.9955839
1702.0243865628192,0.9970538
1702.0257754548409,0.9958709
1702.027164346863,0.9963002
1702.028553238886,0.99616903
1702.029942130908,0.99777013
1702.0313310229296,0.9943665
1702.0327199149522,0.9997135
1702.0341088069738,0.9961917
1702.0354976989959,0.9936052
1702.0368865910189,0.9947811
1702.038275483041,0.996396
1702.0396643750626,0.99365586
1702.0410532670842,0.994341
1702.0424421591067,0.99268234
1702.0438310511288,0.9967135
1702.045219943151,0.998816
1702.0466088351734,0.9957127
1702.0479977271955,0.9921884
1702.0493866189843,0.99454904
1702.050775511006,0.99404246
1702.0521644030289,0.9929298
1702.0535532950514,0.993522
1702.0549421870728,0.9948665
1702.0563310790951,0.9946286
1702.0577199711172,0.99529034
1702.0591088631388,0.99309886
1702.0604977551614,0.99152905
1702.0618866471843,0.99346
1702.0632755392057,0.99430144
1702.0646644312271,0.992515
1702.0660533232497,0.9917162
1702.0674422150398,0.9927162
1702.068831107062,0.9928235
1702.0702199990835,0.99259907
1702.071608891106,0.99225545
1702.0729977831281,0.9927693
1702.0743866751498,0.991612
1702.0757755671718,0.9928162
1702.0771644591948,0.9944831
1702.0785533512164,0.99082524
1702.079942243238,0.99288416
1702.0813311350275,0.99301714
1702.0827200270498,0.99180365
1702.084108919072,0.9931111
1702.0854978110945,0.9879785
1702.0868867031165,0.9918941
1702.0882755951382,0.99009097
1702.0896644871598,0.9899424
1702.0910533791819,0.9925142
1702.092442270972,0.99029946
1702.0938311629945,0.9914411
1702.0952200550162,0.99155825
1702.0966089470382,0.98922175
1702.0979978390599,0.99024236
1702.0993867310822,0.9915217
1702.100775623105,0.99380475
1702.1021645148946,0.9898634
1702.1035534069163,0.99236554
1702.1049422989379,0.9900686
1702.10633119096,0.99199903
1702.107720082983,0.9896223
1702.1104978670267,0.9900766
1702.1118867588164,0.98891205
1702.113275650838,0.98949826
1702.1146645428596,0.99028903
1702.1160534348826,0.988423
1702.1174423269053,0.9909435
1702.1188312189267,0.991862
1702.1202201107155,0.99085194
1702.121609002738,0.9901738
1702.1229978947601,0.9907183
1702.1243867867827,0.99082464
1702.1257756788048,0.98948854
1702.1271645705942,0.98897785
1702.1285534626156,0.9881423
1702.1299423546373,0.98791546
1702.1313312466602,0.9883997
1702.1327201386828,0.98970866
1702.1341090304716,0.98965895
1702.1354979224936,0.9877184
1702.1368868145157,0.99044317
1702.1382757065373,0.98868257
1702.1396645985599,0.9889665
1702.14105349035,0.98962677
1702.142442382372,0.9922766
1702.1438312743937,0.98884475
1702.1452201664154,0.9887298
1702.1466090584374,0.98668367
1702.1479979502271,0.9884095
1702.1493868422492,0.98833424
1702.1507757342717,0.9889463
1702.1521646262938,0.9901499
1702.1535535180826,0.98823184
1702.1549424101047,0.98912483
1702.1563313021277,0.9897152
1702.1577201941493,0.98755056
1702.159109086171,0.99092424
1702.1604979779606,0.99106777
1702.1618868699827,0.98720086
1702.163275762005,0.9867859
1702.1646646540273,0.98677325
1702.1660535458166,0.9876441
1702.1674424378382,0.9895611
1702.1688313298598,0.9888329
1702.1702202218823,0.9884744
1702.1716091136723,0.98628896
1702.1729980056946,0.98957175
1702.1743868977162,0.9885102
1702.1757757895055,0.99100345
1702.177164681528,0.9894682
1702.1785535735496,0.98772895
1702.1799424655717,0.99026877
1702.1813313573618,0.9899087
1702.1827202493835,0.9892896
1702.184109141405,0.98827976
1702.1854980334272,0.98842496
1702.1868869252173,0.99014485
1702.1882758172399,0.9883278
1702.1896647092613,0.9905528
1702.1910536010507,0.98988056
1702.1924424930723,0.9898548
1702.193831385094,0.9903364
1702.195220277117,0.9901865
1702.1966091689071,0.98745155
1702.1979980609287,0.99115646
1702.1993869529501,0.99234575
1702.2007758447396,0.98893327
1702.2021647367612,0.98874736
1702.2035536287833,0.9893569
1702.2049425205735,0.99112034
1702.206331412596,0.99012727
1702.2077203046174,0.98864543
1702.209109196406,0.9897309
1702.2104980884285,0.98935723
1702.2118869804506,0.99104846
1702.2132758722403,0.9884877
1702.2146647642624,0.9896744
1702.2160536562849,0.99329716
1702.2174425480734,0.9904406
1702.2188314400958,0.98866946
1702.2202203321187,0.99117374
1702.221609223908,0.98869413
1702.2229981159296,0.99024713
1702.2243870079512,0.9907496
1702.2257758997407,0.98970586
1702.227164791763,0.9902001
1702.228553683785,0.9905885
1702.2299425755748,0.98964965
1702.2313314675969,0.990719
1702.2327203596185,0.9901924
1702.2341092514073,0.9892136
1702.2354981434303,0.992051
1702.2368870354524,0.99014354
1702.2382759272411,0.98906076
1702.2396648192637,0.99109375
1702.2410537112858,0.9899963
1702.2424426030746,0.9914696
1702.2438314950969,0.9907148
1702.2452203868868,0.99084616
1702.2466092789084,0.9902338
1702.24799817093,0.98919475
1702.2493870627197,0.9927887
1702.2507759547427,0.99211395
1702.252164846532,0.9892374
1702.2535537385536,0.99170816
1702.2549426305757,0.99212474
1702.2563315223654,0.9898139
1702.257720414387,0.9930857
1702.259109306409,0.9907586
1702.2604981981992,0.98939395
1702.2618870902209,0.9916985
1702.2632759820096,0.9916533
1702.2646648740317,0.99064267
1702.2660537658214,0.9976914
1702.2674426578435,0.99293536
1702.268831549866,0.99295753
1702.2702204416553,0.9933311
1702.271609333677,0.9930789
1702.2729982254657,0.9927646
1702.2743871174887,0.99389845
1702.2757760095117,0.99411637
1702.2771649013005,0.9913574
1702.278553793322,0.9922287
1702.2799426851113,0.99341875
1702.281331577133,0.9903784
1702.2827204689222,0.9927535
1702.2841093609452,0.99127156
1702.2854982529677,0.9899988
1702.288276036778,0.99177873
1702.2896649285674,0.9886245
1702.2910538205904,0.99009186
1702.2924427123796,0.9900993
1702.2938316044012,0.9905222
1702.295220496191,0.9901548
1702.2966093882126,0.99371934
1702.2979982800011,0.99269974
1702.299387172024,0.9904713
1702.3007760640469,0.99043566
1702.3021649558357,0.989558
1702.3035538478573,0.9904101
1702.304942739647,0.9936508
1702.306331631669,0.9905344
1702.3077205234586,0.9889124
1702.3091094154809,0.99055797
1702.31049830727,0.99224
1702.3118871992917,0.9891195
1702.3132760910805,0.9921325
1702.3146649831035,0.9881288
1702.3160538748937,0.9895448
1702.3174427669153,0.9938141
1702.318831658704,0.9905516
1702.3202205507262,0.9904196
1702.321609442515,0.99116707
1702.3229983345375,0.98896515
1702.3243872263276,0.98845243
1702.3257761183497,0.9906327
1702.3271650101385,0.98905694
1702.3285539021601,0.98733675
1702.3299427939494,0.9889673
1702.331331685972,0.9918794
1702.3327205777612,0.99062306
1702.3341094697835,0.99035513
1702.335498361573,0.98917013
1702.3368872535946,0.9877423
1702.3382761453838,0.98902047
1702.3396650374068,0.98961693
1702.3410539291956,0.98920685
1702.3424428212172,0.98936135
1702.3438317130065,0.99055153
1702.345220605029,0.9902875
1702.3466094968182,0.9914567
1702.347998388608,0.98858
1702.34938728063,0.9921204
1702.3507761724197,0.9910578
1702.3521650644411,0.98894536
1702.3535539562297,0.98970497
1702.3549428482527,0.9905565
1702.3563317400424,0.99083453
1702.357720632064,0.9907357
1702.3591095238532,0.99092233
1702.3604984158758,0.99112105
1702.3618873076643,0.9897025
1702.3632761994538,0.98976666
1702.3646650914768,0.99102384
1702.3660539832656,0.9907218
1702.3674428752872,0.98981315
1702.3688317670765,0.98892725
1702.3716095508887,0.99129117
1702.3729984426775,0.98959607
1702.3743873347,0.9923284
1702.3757762264888,0.99020785
1702.3771651185104,0.9883077
1702.3785540103006,0.9904487
1702.3799429020905,0.99214816
1702.381331794112,0.9933871
1702.3827206859007,0.9905008
1702.3841095779233,0.9917492
1702.3854984697125,0.9914688
1702.3868873615022,0.9898289
1702.3882762535243,0.9912129
1702.3896651453135,0.9914383
1702.3910540373352,0.9910498
1702.392442929124,0.9941187
1702.393831820914,0.9932636
1702.395220712937,0.992772
1702.3966096047259,0.9936081
1702.3979984967475,0.99148047
1702.3993873885368,0.9898454
1702.4007762803255,0.9916993
1702.402165172348,0.99235886
1702.4035540641382,0.99276006
1702.4049429559275,0.9917741
1702.406331847949,0.9924179
1702.407720739738,0.99345255
1702.40910963176,0.9929923
1702.4104985235497,0.9941517
1702.411887415339,0.99286425
1702.4132763073615,0.9940074
1702.4146651991507,0.991995
1702.4160540909395,0.9950026
1702.4174429829611,0.9923803
1702.4188318747513,0.9939398
1702.4202207665414,0.9930035
1702.421609658563,0.9933228
1702.4229985503518,0.9930813
1702.424387442141,0.9957297
1702.4257763341632,0.9940942
1702.4271652259529,0.9936592
1702.4285541177421,0.9931993
1702.4299430097647,0.9917468
1702.4313319015534,0.99556315
1702.432720793342,0.99430996
1702.4341096853648,0.9954952
1702.4354985771545,0.9959564
1702.4368874689433,0.9936656
1702.4382763609653,0.99431014
1702.439665252755,0.99361926
1702.4410541445438,0.9959762
1702.442443036566,0.9951015
1702.443831928356,0.99298364
1702.4452208201449,0.99386835
1702.4466097121665,1.000626
1702.4479986039557,0.9948748
1702.4493874957454,0.996549
1702.4507763875347,0.9959817
1702.452165279557,0.9947392
1702.4535541713465,0.99320555
1702.4549430631357,0.9968379
1702.4563319551573,0.9950713
1702.457720846947,0.9963602
1702.4591097387372,0.99461395
1702.4604986307586,0.9989594
1702.4618875225472,0.99558455
1702.4632764143369,0.9976564
1702.464665306126,0.99710643
1702.4660541981486,0.99751604
1702.467443089938,0.9984096
1702.4688319817276,0.9958163
1702.4702208735162,0.9989028
1702.4716097655376,0.9959215
1702.4729986573273,0.99659127
1702.4743875491174,0.9977545
1702.4757764409067,0.9956128
1702.4771653329283,0.99738264
1702.4785542247178,0.9984036
1702.4799431165072,0.99665123
1702.481332008296,0.99813414
1702.482720900318,0.99868095
1702.4841097921083,0.99962926
1702.485498683897,0.99901587
1702.4868875756858,0.9966496
1702.488276467708,0.9984989
1702.489665359498,1.0004302
1702.4910542512878,0.9987224
1702.4924431430766,0.99938947
1702.4938320350986,0.9984566
1702.4952209268874,0.9972069
1702.4966098186762,0.99687696
1702.4979987104664,0.9987009
1702.4993876024894,0.9965503
1702.5007764942782,0.99861854
1702.502165386067,0.99999684
1702.5035542778562,0.9984703
1702.504943169645,0.99670583
1702.506332061667,0.99681205
1702.5077209534572,0.9982628
1702.509109845247,0.9993051
1702.5104987370357,0.9986332
1702.5118876288245,0.9975553
1702.5132765208466,1.0013387
1702.5146654126368,0.9993707
1702.5174431962148,1.0000461
1702.5188320880045,0.99798536
1702.5202209800261,0.99813527
1702.5216098718154,0.99602485
1702.5229987636055,0.99878263
1702.524387655395,0.9996361
1702.5257765471836,0.9993641
1702.5271654392052,0.9993279
1702.528554330995,0.9985779
1702.5299432227841,0.99873275
1702.5313321145738,1.0000099
1702.532721006363,0.99744207
1702.5341098981523,0.99825037
1702.535498790174,0.9984419
1702.5368876819628,1.000623
1702.538276573753,0.9984001
1702.539665465543,0.9978399
1702.5410543573319,0.9982414
1702.5424432491207,1.0009618
1702.5438321411427,1.0003922
1702.5452210329324,0.99941444
1702.5466099247217,0.9993795
1702.5479988165114,1.00215
1702.5493877083006,1.0001101
1702.5507766000894,1.001069
1702.5521654918782,0.9992472
1702.5535543839012,0.9986861
1702.5549432756904,1.001877
1702.5563321674792,0.998548
1702.557721059269,1.0009465
1702.5591099510582,0.9981053
1702.560498842847,1.0012592
1702.5618877346362,0.99864006
1702.5632766264264,1.0008742
1702.564665518448,1.0005075
1702.5660544102368,1.0000509
1702.5674433020265,0.9997779
1702.5688321938158,1.0002148
1702.570221085605,0.9959552
1702.5716099773947,0.9995706
1702.572998869184,0.9967268
1702.5743877609737,0.99835664
1702.5757766527624,0.9966484
1702.5771655447845,0.99963367
1702.5785544365747,0.99797404
1702.5799433283635,0.9967791
1702.5813322201523,1.0011094
1702.5827211119415,0.9989471
1702.5841100037312,0.99951446
1702.5854988955205,0.99869084
1702.58688778731,0.99650896
1702.5882766790994,0.99646026
1702.5896655708882,0.998807
1702.591054462677,0.9975241
1702.5924433544662,0.9983421
1702.5938322464892,0.9983874
1702.595221138279,0.9962586
1702.5966100300675,0.995258
1702.597998921857,0.9939133
1702.5993878136462,0.99829847
1702.600776705435,0.99696654
1702.6021655972247,0.99725497
1702.6035544890149,0.9958548
1702.6049433808034,0.99743754
1702.606332272592,0.9976513
1702.6077211643817,0.9960486
1702.610498947961,0.9940717
1702.61188783975,0.99598676
1702.6132767315396,0.99569076
1702.6146656233282,0.99357945
1702.6160545151167,0.99387765
1702.617443406907,0.99393696
1702.618832298697,0.9981868
1702.6202211907187,0.9950971
1702.6216100825075,0.9947201
1702.622998974297,0.99474525
1702.6243878660855,0.99524444
1702.6257767578752,0.9932857
1702.6271656496654,0.99344325
1702.6285545414546,0.99722505
1702.6299434332434,0.99455357
1702.6313323250322,0.9938894
1702.6341101086116,0.9912407
1702.6354990004013,0.9931788
1702.63688789219,0.9912702
1702.6382767839793,0.9933351
1702.6396656757681,0.994077
1702.6410545675576,0.9939979
1702.6424434593475,0.9940415
1702.6438323511372,0.99131894
1702.645221242926,0.99085903
1702.6466101347148,0.99170744
1702.647999026504,0.9934219
1702.6493879182938,0.99360347
1702.650776810083,0.9936981
1702.6521657018723,0.9925255
1702.653554593662,0.9920166
1702.6549434854508,0.9909796
1702.6563323772396,0.9936979
1702.6577212690297,0.99125385
1702.6591101608196,0.9915524
1702.6604990526082,0.99023753
1702.661887944397,0.9930699
1702.6632768359539,0.99186164
1702.664665727743,0.9922723
1702.6660546195328,0.9952417
1702.667443511322,0.98980695
1702.6688324031115,0.99278885
1702.6702212949,0.99150944
1702.671610186689,0.98940134
1702.672999078479,0.9908137
1702.6743879702688,0.992349
1702.6757768620575,0.99023294
1702.6771657538468,0.99026936
1702.678554645636,0.9931379
1702.6799435374248,0.99032754
1702.6813324292145,0.9886353
1702.6827213210047,0.9909605
1702.6841102127935,0.9909915
1702.685499104582,0.991676
1702.6868879963715,0.99128115
1702.6882768881608,0.9907369
1702.6896657797176,0.98810756
1702.691054671507,0.98940545
1702.6924435632966,0.9888727
1702.6938324550858,0.99189705
1702.6952213468746,0.9937165
1702.6966102386639,0.9895304
1702.697999130454,0.99112976
1702.6993880222428,0.9912149
1702.7007769140316,0.9892401
1702.7021658058213,0.98906326
1702.7035546976106,0.9909526
1702.7049435891672,0.98959726
1702.7063324809567,0.98985153
1702.707721372746,0.99041694
1702.7091102645347,0.9904021
1702.7104991563235,0.99107844
1702.7118880481132,0.989392
1702.7132769399032,0.99140644
1702.7146658316926,0.98919106
1702.7160547234814,0.9881386
1702.7174436150378,0.99161303
1702.7188325068275,0.99072105
1702.7202213986163,0.9879364
1702.7216102904056,0.9891284
1702.7229991821957,0.9899956
1702.7243880739845,0.9880407
1702.7257769657733,0.9883368
1702.7271658575626,0.98935217
1702.72855474912,0.9880223
1702.7299436409096,0.98876417
1702.7313325326982,0.988606
1702.7327214244876,0.9890754
1702.7341103162764,0.9909047
1702.7354992080652,0.9923382
1702.7368880998554,0.9886196
1702.7382769914127,0.99103254
1702.7396658832015,0.98869425
1702.74105477499,0.98993397
1702.7424436667795,0.986944
1702.7438325585688,0.9899453
1702.7452214503585,0.9896296
1702.7466103421477,0.9880172
1702.7479992337046,0.98805475
1702.7493881254932,0.98604816
1702.7507770172817,0.98959136
1702.7521659090714,0.99002784
1702.7535548008616,0.98953396
1702.754943692418,0.98652345
1702.7563325842068,0.98754215
1702.7577214759965,0.99078494
1702.759110367785,0.98828596
1702.7604992595745,0.9901736
1702.7618881513647,0.98789424
1702.7632770429211,0.98661494
1702.76466593471,0.99051017
1702.7660548264987,0.9882045
1702.7674437182882,0.9867801
1702.7688326100777,0.98871714
1702.770221501634,0.99051166
1702.7716103934238,0.9900169
1702.772999285213,0.9874305
1702.7743881770018,0.99082303
1702.7757770687906,0.9881756
1702.777165960348,0.98897684
1702.778554852138,0.98750263
1702.7799437439269,0.98963904
1702.7813326357157,0.9912815
1702.782721527505,0.98856425
1702.7841104190609,0.9934751
1702.7854993108504,0.99122584
1702.7868882026403,0.98974335
1702.78827709443,0.9905633
1702.789665985986,0.9872474
1702.7910548777747,0.9906808
1702.792443769565,0.9910627
1702.7938326613541,0.99004734
1702.79522155291,0.9909788
1702.7966104446994,0.9876488
1702.797999336489,0.98993903
1702.7993882282778,0.99080235
1702.8007771198343,0.99062276
1702.8021660116244,0.99379635
1702.803554903414,0.99114853
1702.8049437952025,0.99059343
1702.8063326867584,0.9905322
1702.8077215785481,0.9908243
1702.8091104703374,0.98999435
1702.810499362127,0.99114436
1702.8118882536835,0.9889124
1702.813277145473,0.9894358
1702.8146660372615,0.98965627
1702.8160549290512,0.9899095
1702.8174438206086,0.9904374
1702.8188327123974,0.989999
1702.8202216041861,0.99011886
1702.8216104959754,0.99320227
1702.8229993875318,0.99163216
1702.8243882793215,0.9911321
1702.8257771711108,0.990568
1702.8271660626676,0.9898538
1702.8285549544569,0.98895085
1702.8299438462457,0.99046105
1702.8313327380345,0.99215126
1702.8327216295918,0.9897946
1702.834110521381,0.9919996
1702.8354994131698,0.9925452
1702.8368883047267,0.99073005
1702.838277196516,0.99242926
1702.8396660883047,0.9901675
1702.8410549798612,0.9907899
1702.8424438716513,0.9908788
1702.84383276344,0.9904116
1702.845221654996,0.991184
1702.8466105467858,0.9886028
1702.847999438576,0.99100107
1702.8493883303652,0.9910196
1702.8507772219211,0.98939323
1702.8521661137104,0.99197406
1702.8535550055,0.98914576
1702.854943897056,0.99069744
1702.8563327888453,0.9921322
1702.8577216806354,0.9922101
1702.8591105721914,0.9906329
1702.8604994639802,0.99140865
1702.8618883557695,0.9910079
1702.8632772473263,0.9934686
1702.8646661391156,0.9899596
1702.8660550309053,0.9891854
1702.8674439224617,0.99074364
1702.8688328142505,0.9907251
1702.8702217058064,0.99237233
1702.8716105975957,0.9915353
1702.8729994893858,0.9887941
1702.8743883809427,0.9902819
1702.8757772727313,0.9904943
1702.8771661645208,0.9924491
1702.8785550560772,0.9895984
1702.8799439478669,0.9916192
1702.8813328396561,0.99201816
1702.882721731213,0.9909313
1702.8841106230018,0.9889649
1702.8854995145575,0.9902571
1702.886888406347,0.98931754
1702.8882772981372,0.99014014
1702.8896661896936,0.9897453
1702.8910550814824,0.9878562
1702.892443973272,0.99176145
1702.8938328648278,0.9900277
1702.8952217566164,0.9896609
1702.8966106481737,0.99173486
1702.8979995399638,0.99226016
1702.8993884317526,0.99146014
1702.9007773233086,0.990756
1702.9021662150983,0.9926198
1702.903555106654,0.988423
1702.9049439984435,0.99133664
1702.9063328902337,0.98982614
1702.90772178179,0.9904377
1702.9091106735789,0.9904234
1702.9104995651348,0.989613
1702.911888456925,0.99060225
1702.9132773484823,0.98903906
1702.9146662402711,0.990482
1702.91605513206,0.9902428
1702.9174440236163,0.98747057
1702.9188329154051,0.99031776
1702.920221806962,0.9895522
1702.921610698752,0.99100184
1702.9229995903086,0.98852867
1702.9243884820974,0.9908367
1702.9257773738861,0.9878935
1702.9271662654426,0.99064267
1702.9285551572323,0.98857725
1702.9299440487887,0.9874307
1702.931332940578,0.9888973
1702.9327218321348,0.98808813
1702.9341107239236,0.98778635
1702.9354996157128,0.9886949
1702.9368885072702,0.99116564
1702.9382773990599,0.987641
1702.942444073961,0.98887813
1702.9438329657503,0.9887156
1702.9452218573072,0.99130094
1702.947999640653,0.98973596
1702.9493885324416,0.99046904
1702.9507774239976,0.98754245
1702.9521663157877,0.99238783
1702.9535552073446,0.9904507
1702.9549440991334,0.9902115
1702.9563329906898,0.9952671
1702.9577218824793,0.9884734
1702.959110774035,0.9919546
1702.9604996658247,0.99346995
1702.9618885576149,0.99295866
1702.9632774491713,0.9893683
1702.96466634096,0.99345165
1702.966055232516,0.99190307
1702.9674441243062,0.9898188
1702.9688330158626,0.98978186
1702.9702219076514,0.99259967
1702.9716107992083,0.9935933
1702.9729996909975,0.99072695
1702.9743885825535,0.9904695
1702.97577747411,0.993373
1702.9771663659,0.99261606
1702.978555257456,0.99143946
1702.9799441492448,0.99212056
1702.9813330408017,0.99133885
1702.982721932591,0.9923426
1702.9841108241476,0.9908879
1702.985499715937,0.99127525
1702.9868886074935,0.9921551
1702.9882774992832,0.9937344
1702.9896663908391,0.9933768
1702.991055282628,0.9924787
1702.9924441741853,0.9936251
1702.9938330659745,0.9903335
1702.9952219575305,0.99165916
1702.9966108493197,0.9927116
1702.9979997408766,0.9911105
1702.999388632433,0.9929997
1703.0007775242227,0.994687
1703.0021664157791,0.9928729
1703.003555307568,0.99287623
1703.0049441991239,0.99318653
1703.0063330909131,0.99491626
1703.0077219824705,0.9933085
1703.0091108742602,0.9950462
1703.0104997658161,0.9957926
1703.0118886573725,0.9921615
1703.0132775491618,0.9932116
1703.0146664407177,0.9955331
1703.0160553325074,0.9957567
1703.0174442240648,0.9949846
1703.0188331158536,0.9945936
1703.0202220074093,0.99695235
1703.021610898966,0.9938958
1703.0229997907552,0.9918963
1703.024388682312,0.99540895
1703.0257775741013,0.9942031
1703.0271664656582,0.99456453
1703.0285553572141,0.99758464
1703.0299442490027,0.99515843
1703.0313331405598,0.9961347
1703.03272203235,0.995721
1703.034110923906,0.9970732
1703.035499815462,0.9960787
1703.0368887072516,0.9959639
1703.038277598808,0.9928672
1703.0396664905973,0.99481136
1703.0410553821541,0.99828047
1703.0424442737105,0.9947638
1703.0438331654993,0.99458426
1703.0452220570553,0.994968
1703.046610948845,0.99450237
1703.047999840402,0.99637103
1703.0493887319587,0.9949659
1703.0507776237475,0.99612176
1703.052166515304,0.99494046
1703.05355540686,0.99406046
1703.0549442986487,0.9964599
1703.056333190206,0.9979142
1703.0577220819962,0.996969
1703.0591109735522,0.99753135
1703.060499865108,0.99456155
1703.0618887568974,0.9980567
1703.0632776484547,0.99859375
1703.0646665400116,0.99869996
1703.0660554318001,0.9954197
1703.0674443233568,0.9982075
1703.0688332149127,0.9960712
1703.0702221067015,0.997856
1703.0716109982588,0.99614507
1703.0729998898162,0.99559546
1703.0743887816047,0.99474156
1703.0757776731605,0.9996109
1703.0771665647173,0.99833184
1703.0785554565061,0.9957596
1703.0799443480626,0.9983643
1703.0813332396199,0.9983111
1703.0827221314096,0.9973816
1703.0841110229653,0.9970163
1703.085499914521,0.9986537
1703.0868888063112,0.9973675
1703.0882776978685,0.9985635
1703.0896665894245,1.0003458
1703.0910554812133,0.99646693
1703.09244437277,0.99784136
1703.0938332643257,1.00034
1703.0952221561154,0.9978308
1703.0966110476727,0.99909294
1703.097999939229,1.0001338
1703.099388830785,1.0002129
1703.1007777225739,0.99622595
1703.1021666141305,1.0007901
1703.1035555056872,0.99660844
1703.1049443974764,0.9989622
1703.1063332890333,0.9995906
1703.1077221805897,0.9991408
1703.1091110723785,0.9982054
1703.1104999639344,0.9989954
1703.1118888554918,0.9987634
1703.113277747049,0.99894816
1703.114666638838,0.99987006
1703.1160555303939,0.9989149
1703.1174444219503,1.0011303
