Days,flux_normalized
0.0,0.9999910855802953
0.01388888888888889,0.999999173841855
0.02777777777777778,0.999993165418982
0.04166666666666667,0.9999067076802383
0.05555555555555556,0.9995615180088581
0.06944444444444445,0.998768995477258
0.08333333333333334,0.9975408391780508
0.09722222222222222,0.9960201131262392
0.11111111111111112,0.9943255125602123
0.125,0.992563606103349
0.1388888888888889,0.9908342780085824
0.1527777777777778,0.989226065853343
0.16666666666666669,0.9878658802388327
0.18055555555555558,0.9867973111175287
0.19444444444444445,0.9860561028281952
0.20833333333333334,0.9855865099166968
0.22222222222222224,0.9854025655168396
0.23611111111111113,0.9855003814857451
0.25,0.9859060135802952
0.2638888888888889,0.9865745488395145
0.2777777777777778,0.9875527489698775
0.2916666666666667,0.9888813268136785
0.3055555555555556,0.9904873551382967
0.3194444444444445,0.9922402085195426
0.33333333333333337,0.9940443068150993
0.34722222222222227,0.9957792620289796
0.36111111111111116,0.9973449010417663
0.375,0.9986212402705508
0.3888888888888889,0.9994774578619338
0.4027777777777778,0.9998785374206917
0.4166666666666667,0.9999885146685852
0.4305555555555556,0.9999982841330834
0.4444444444444445,0.9999886533244976
0.45833333333333337,0.9999797331274632
0.47222222222222227,0.999968842861006
0.48611111111111116,0.9999540760063298
0.5,0.999941672079495
0.513888888888889,0.9999387718599929
0.5277777777777778,0.9999399215486002
0.5416666666666667,0.9999465539230793
0.5555555555555556,0.9999575481814708
0.5694444444444445,0.9999703276347351
0.5833333333333334,0.9999828471081637
0.5972222222222222,0.9999934427308069
0.6111111111111112,0.9999999422267032
0.625,0.999984256776607
0.638888888888889,0.9998582358841768
0.6527777777777778,0.9994188006336368
0.6666666666666667,0.9985144405539842
0.6805555555555556,0.9972021721118856
0.6944444444444445,0.9956318014660864
0.7083333333333334,0.9939157612295965
0.7222222222222223,0.9921488169412475
0.7361111111111112,0.9904308355219832
0.75,0.9888813557003269
0.763888888888889,0.9875905731473287
0.7777777777777778,0.9866007028110008
0.7916666666666667,0.985918729482933
0.8055555555555556,0.985523109500728
0.8194444444444445,0.9853944830326096
0.8333333333333334,0.9855622104680396
0.8472222222222223,0.9860344320645449
0.8611111111111112,0.9867783556988305
0.8750000000000001,0.9878316380057867
0.888888888888889,0.9892440564579837
0.9027777777777778,0.9908925308238015
0.9166666666666667,0.9926685686290756
0.9305555555555556,0.9944616842209
0.9444444444444445,0.9961663373405797
0.9583333333333334,0.9976743012711159
0.9722222222222223,0.9988659679560293
0.9861111111111112,0.9996120118703096
1.0,0.999921959830608
1.013888888888889,0.9999952337030095
1.027777777777778,0.9999966087074746
1.0416666666666667,0.9999862557326782
1.0555555555555556,0.9999773413129734
1.0694444444444444,0.9999656017790525
1.0833333333333335,0.999950655827156
1.0972222222222223,0.999940256633722
1.1111111111111112,0.999938384778904
1.125,0.9999405166135579
1.138888888888889,0.9999486742030739
1.152777777777778,0.9999603155223902
1.1666666666666667,0.9999731065303139
1.1805555555555556,0.9999855797851049
1.1944444444444444,0.9999955225694938
1.2083333333333335,1.0
1.2222222222222223,0.9999706627198569
1.2361111111111112,0.9997932755891927
1.25,0.9992505763478537
1.263888888888889,0.9982375446968166
1.277777777777778,0.9968538973464534
1.2916666666666667,0.9952369267594108
1.3055555555555556,0.9935011338327261
1.3194444444444446,0.9917453513453295
1.3333333333333335,0.9900511205284024
1.3472222222222223,0.9885457217322465
1.3611111111111112,0.9873237876171107
1.375,0.9864149096656442
1.388888888888889,0.9857985668028039
1.402777777777778,0.9854711655295254
1.4166666666666667,0.9854073664778082
1.4305555555555556,0.9856428619904494
1.4444444444444446,0.9861891085122153
1.4583333333333335,0.9869953117605108
1.4722222222222223,0.988134294976022
1.4861111111111112,0.989611454184675
1.5,0.9912998094573119
1.513888888888889,0.9930911340769338
1.527777777777778,0.9948743877669851
1.5416666666666667,0.9965413322558074
1.5555555555555556,0.9979893506135267
1.5694444444444446,0.9990850731843527
1.5833333333333335,0.9997171997118938
1.5972222222222223,0.9999524583540178
1.6111111111111112,0.9999986134408755
1.6250000000000002,0.9999942804436114
1.638888888888889,0.9999843607685412
1.652777777777778,0.9999747992879118
1.6666666666666667,0.9999622682598238
1.6805555555555556,0.9999475822877633
1.6944444444444446,0.9999393264836427
1.7083333333333335,0.9999389856211912
1.7222222222222223,0.9999416431928466
1.7361111111111112,0.9999511757868277
1.7500000000000002,0.9999627997741549
1.763888888888889,0.9999759431991895
1.777777777777778,0.9999881622514744
1.7916666666666667,0.9999974233109603
1.8055555555555556,0.999998272578424
1.8194444444444446,0.9999488821869426
1.8333333333333335,0.9997048535583558
1.8472222222222223,0.9990533729763682
1.8611111111111112,0.9979392611651533
1.8750000000000002,0.9964911099288511
1.888888888888889,0.9948353792369484
1.902777777777778,0.9930889502463127
1.9166666666666667,0.9913384135742705
1.9305555555555556,0.9896859008550026
1.9444444444444446,0.9882348609538578
1.9583333333333335,0.9870811975436158
1.9722222222222223,0.9862511628103675
1.9861111111111112,0.9856925932443824
